YEAR,MONTH,CUT-OFF,SKU,Description,Tran Date,Post Date,Sell UOM,QTY,PACK,KG,PC,Concession Rate (%),Gross Sales Amt  (Incl of VAT),Concession Amt  (Excl of VAT),Input VAT,Concession Amt (Incl of VAT),AREA,CHAIN,BANNER,STORE CODE,BRANCH,SKU CATEGORY,SKU PER BRAND,GENERALIZED SKU,MOTHER SKU,Sales Category,SKU Department,PLACEMENT,PLACEMENT REMARKS,,,,,
2024,JUN,JUN 1 TO 30,21848,TGM - PORK BUTTERFLY CUT - KILO,6/17/2024,6/17/2024,KG,0.39000,0.00000,0.39000,0.00000,88,145.92000,128.41000,0.00000,128.41000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM BUTTERFLY CUT,BUTTERFLY CUT,BUTTERFLY CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21854,TGM - PORK PORKCHOP SKINLESS - KILO,6/17/2024,6/17/2024,KG,0.56000,0.00000,0.56000,0.00000,88,210.35000,185.11000,0.00000,185.11000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PORKCHOP SLBI,PORKCHOP SLBI,PORKCHOP,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21857,TGM - PORK SUKIYAKI CUT - KILO,6/17/2024,6/17/2024,KG,0.26000,0.00000,0.26000,0.00000,88,121.94000,107.31000,0.00000,107.31000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PILMICO PORK SUKIYAKI,PORK SUKIYAKI,LAMAN,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21859,TGM - PORK BACON SLICE - KILO,6/17/2024,6/17/2024,KG,0.06000,0.00000,0.06000,0.00000,88,25.80000,22.70000,0.00000,22.70000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM BACON SLICE,BACON SLICE,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21866,TGM - PORK ADOBO CUT - KILO,6/17/2024,6/17/2024,KG,2.54000,0.00000,2.54000,0.00000,88,960.77000,845.48000,0.00000,845.48000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM ADOBO CUT,ADOBO CUT,ADOBO CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21868,TGM - KASIM SLBL - KILO,6/17/2024,6/17/2024,KG,2.37000,0.00000,2.37000,0.00000,88,754.44000,663.91000,0.00000,663.91000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PORK KASIM SLBL,PORK KASIM SLBL,KASIM,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21869,TGM - PIGUE SOBL - KILO,6/17/2024,6/17/2024,KG,0.96000,0.00000,0.96000,0.00000,88,333.30000,293.30000,0.00000,293.30000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PIGUE SOBL,PIGUE SOBL,PIGUE,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21878,TGM - BEEF KALITIRAN - KILO,6/17/2024,6/17/2024,KG,0.76000,0.00000,0.76000,0.00000,88,440.04000,387.24000,0.00000,387.24000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,BEEF,TGM BEEF KALITIRAN,BEEF KALITIRAN,BEEF KALITIRAN,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21892,TGM - BEEF BREAKFAST STEAK - KILO,6/17/2024,6/17/2024,KG,2.24000,0.00000,2.24000,0.00000,88,1383.47000,1217.45000,0.00000,1217.45000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,BEEF,TGM BREAKFAST STEAK,BREAKFAST STEAK,BEEF BREAKFAST STEAK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21825,TGM - GROUND BEEF - KILO,6/18/2024,6/18/2024,KG,0.52000,0.00000,0.52000,0.00000,88,191.88000,168.85000,0.00000,168.85000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,BEEF,TGM REGULAR GROUND BEEF,REGULAR GROUND BEEF,GROUND BEEF,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21826,TGM - PORKCHOP SOBI - KILO,6/18/2024,6/18/2024,KG,1.14000,0.00000,1.14000,0.00000,88,430.17000,378.55000,0.00000,378.55000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PORKCHOP SOBI,PORKCHOP SOBI,PORKCHOP,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21829,TGM - PORK BBQ SKEWERED - KILO,6/18/2024,6/18/2024,KG,0.42000,0.00000,0.42000,0.00000,88,180.18000,141.57000,16.99000,158.56000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,RTC,TGM PORK BBQ SKEWERED,PORK BBQ SKEWERED,PORK MARINATED,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,RTC,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21832,TGM - PORK BELLY SOBI - KILO,6/18/2024,6/18/2024,KG,1.18000,0.00000,1.18000,0.00000,88,515.83000,453.93000,0.00000,453.93000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM BELLY SOBI/BELLY SLICED,BELLY SOBI/BELLY SLICED,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21834,TGM - REGULAR GROUND PORK - KILO,6/18/2024,6/18/2024,KG,1.16000,0.00000,1.16000,0.00000,88,365.27000,321.44000,0.00000,321.44000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM REGULAR GROUND PORK,REGULAR GROUND PORK,REGULAR GROUND PORK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21837,TGM - PORK SINIGANG CUT - KILO,6/18/2024,6/18/2024,KG,2.40000,0.00000,2.40000,0.00000,88,606.59000,533.80000,0.00000,533.80000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PORK SINIGANG CUT,PORK SINIGANG CUT,PORK SINIGANG CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21838,TGM - PORK MENUDO CUT - KILO,6/18/2024,6/18/2024,KG,0.52000,0.00000,0.52000,0.00000,88,195.19000,171.77000,0.00000,171.77000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PORK MENUDO CUT,PORK MENUDO CUT,MENUDO CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21839,TGM - PATA SLICED - KILO,6/18/2024,6/18/2024,KG,4.14000,0.00000,4.14000,0.00000,88,1480.89000,1303.18000,0.00000,1303.18000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PATA SLICED,PATA SLICED,PATA SLICED,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21844,TGM - PORK BABY BACK RIBS - KILO,6/18/2024,6/18/2024,KG,0.82000,0.00000,0.82000,0.00000,88,368.18000,324.00000,0.00000,324.00000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM BABY BACK RIBS,BABY BACK RIBS,BABY BACK RIBS,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21848,TGM - PORK BUTTERFLY CUT - KILO,6/18/2024,6/18/2024,KG,0.58000,0.00000,0.58000,0.00000,88,219.82000,193.44000,0.00000,193.44000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM BUTTERFLY CUT,BUTTERFLY CUT,BUTTERFLY CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21854,TGM - PORK PORKCHOP SKINLESS - KILO,6/18/2024,6/18/2024,KG,0.76000,0.00000,0.76000,0.00000,88,288.04000,253.48000,0.00000,253.48000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PORKCHOP SLBI,PORKCHOP SLBI,PORKCHOP,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21859,TGM - PORK BACON SLICE - KILO,6/18/2024,6/18/2024,KG,1.98000,0.00000,1.98000,0.00000,88,898.27000,790.48000,0.00000,790.48000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM BACON SLICE,BACON SLICE,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21866,TGM - PORK ADOBO CUT - KILO,6/18/2024,6/18/2024,KG,1.52000,0.00000,1.52000,0.00000,88,574.19000,505.29000,0.00000,505.29000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM ADOBO CUT,ADOBO CUT,ADOBO CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21868,TGM - KASIM SLBL - KILO,6/18/2024,6/18/2024,KG,0.47000,0.00000,0.47000,0.00000,88,149.93000,131.94000,0.00000,131.94000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PORK KASIM SLBL,PORK KASIM SLBL,KASIM,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21869,TGM - PIGUE SOBL - KILO,6/18/2024,6/18/2024,KG,6.08000,0.00000,6.08000,0.00000,88,2118.44000,1864.23000,0.00000,1864.23000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PIGUE SOBL,PIGUE SOBL,PIGUE,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21871,TGM - BEEF CUBES - KILO,6/18/2024,6/18/2024,KG,0.78000,0.00000,0.78000,0.00000,88,407.33000,358.45000,0.00000,358.45000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,BEEF,TGM BEEF CUBES,BEEF CUBES,BEEF CUBES,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21875,TGM - BEEF SHANK - KILO,6/18/2024,6/18/2024,KG,2.50000,0.00000,2.50000,0.00000,88,1222.50000,1075.80000,0.00000,1075.80000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,BEEF,TGM BEEF SHANK,BEEF SHANK,BEEF SHANK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21878,TGM - BEEF KALITIRAN - KILO,6/18/2024,6/18/2024,KG,0.36000,0.00000,0.36000,0.00000,88,208.44000,183.43000,0.00000,183.43000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,BEEF,TGM BEEF KALITIRAN,BEEF KALITIRAN,BEEF KALITIRAN,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21897,TGM - BEEF SUKIYAKI CUT - KILO,6/18/2024,6/18/2024,KG,0.98000,0.00000,0.98000,0.00000,88,616.42000,542.45000,0.00000,542.45000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,BEEF,TGM BEEF SUKIYAKI CUT,BEEF SUKIYAKI CUT,BEEF SUKIYAKI CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21921,TGM - PORK LECHON KAWALI - KILO,6/18/2024,6/18/2024,KG,1.81000,0.00000,1.81000,0.00000,88,708.22000,623.23000,0.00000,623.23000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM LECHON KAWALI CUT,LECHON KAWALI CUT,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21825,TGM - GROUND BEEF - KILO,6/19/2024,6/19/2024,KG,1.90000,0.00000,1.90000,0.00000,88,695.58000,612.11000,0.00000,612.11000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,BEEF,TGM REGULAR GROUND BEEF,REGULAR GROUND BEEF,GROUND BEEF,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21834,TGM - REGULAR GROUND PORK - KILO,6/19/2024,6/19/2024,KG,2.09000,0.00000,2.09000,0.00000,88,660.35000,581.11000,0.00000,581.11000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM REGULAR GROUND PORK,REGULAR GROUND PORK,REGULAR GROUND PORK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21837,TGM - PORK SINIGANG CUT - KILO,6/19/2024,6/19/2024,KG,2.70000,0.00000,2.70000,0.00000,88,693.21000,610.02000,0.00000,610.02000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PORK SINIGANG CUT,PORK SINIGANG CUT,PORK SINIGANG CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21838,TGM - PORK MENUDO CUT - KILO,6/19/2024,6/19/2024,KG,1.00000,0.00000,1.00000,0.00000,88,379.00000,333.52000,0.00000,333.52000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PORK MENUDO CUT,PORK MENUDO CUT,MENUDO CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21843,TGM - PORK STEAK - KILO,6/19/2024,6/19/2024,KG,0.92000,0.00000,0.92000,0.00000,88,311.88000,274.45000,0.00000,274.45000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PORK STEAK,PORK STEAK,PORK STEAK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21854,TGM - PORK PORKCHOP SKINLESS - KILO,6/19/2024,6/19/2024,KG,1.02000,0.00000,1.02000,0.00000,88,384.69000,338.53000,0.00000,338.53000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PORKCHOP SLBI,PORKCHOP SLBI,PORKCHOP,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21857,TGM - PORK SUKIYAKI CUT - KILO,6/19/2024,6/19/2024,KG,0.58000,0.00000,0.58000,0.00000,88,272.02000,239.38000,0.00000,239.38000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PILMICO PORK SUKIYAKI,PORK SUKIYAKI,LAMAN,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21859,TGM - PORK BACON SLICE - KILO,6/19/2024,6/19/2024,KG,0.53000,0.00000,0.53000,0.00000,88,248.57000,218.74000,0.00000,218.74000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM BACON SLICE,BACON SLICE,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21866,TGM - PORK ADOBO CUT - KILO,6/19/2024,6/19/2024,KG,2.09000,0.00000,2.09000,0.00000,88,790.22000,695.39000,0.00000,695.39000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM ADOBO CUT,ADOBO CUT,ADOBO CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21868,TGM - KASIM SLBL - KILO,6/19/2024,6/19/2024,KG,1.12000,0.00000,1.12000,0.00000,88,355.69000,313.01000,0.00000,313.01000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PORK KASIM SLBL,PORK KASIM SLBL,KASIM,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21869,TGM - PIGUE SOBL - KILO,6/19/2024,6/19/2024,KG,2.10000,0.00000,2.10000,0.00000,88,732.90000,644.95000,0.00000,644.95000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PIGUE SOBL,PIGUE SOBL,PIGUE,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21871,TGM - BEEF CUBES - KILO,6/19/2024,6/19/2024,KG,0.76000,0.00000,0.76000,0.00000,88,402.04000,353.80000,0.00000,353.80000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,BEEF,TGM BEEF CUBES,BEEF CUBES,BEEF CUBES,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21875,TGM - BEEF SHANK - KILO,6/19/2024,6/19/2024,KG,4.05000,0.00000,4.05000,0.00000,88,1978.01000,1740.65000,0.00000,1740.65000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,BEEF,TGM BEEF SHANK,BEEF SHANK,BEEF SHANK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21921,TGM - PORK LECHON KAWALI - KILO,6/19/2024,6/19/2024,KG,0.65000,0.00000,0.65000,0.00000,88,257.36000,226.48000,0.00000,226.48000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM LECHON KAWALI CUT,LECHON KAWALI CUT,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21825,TGM - GROUND BEEF - KILO,6/20/2024,6/20/2024,KG,1.02000,0.00000,1.02000,0.00000,88,374.54000,329.60000,0.00000,329.60000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,BEEF,TGM REGULAR GROUND BEEF,REGULAR GROUND BEEF,GROUND BEEF,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21826,TGM - PORKCHOP SOBI - KILO,6/20/2024,6/20/2024,KG,1.23000,0.00000,1.23000,0.00000,88,464.28000,408.57000,0.00000,408.57000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PORKCHOP SOBI,PORKCHOP SOBI,PORKCHOP,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21834,TGM - REGULAR GROUND PORK - KILO,6/20/2024,6/20/2024,KG,2.71000,0.00000,2.71000,0.00000,88,855.81000,753.11000,0.00000,753.11000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM REGULAR GROUND PORK,REGULAR GROUND PORK,REGULAR GROUND PORK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21837,TGM - PORK SINIGANG CUT - KILO,6/20/2024,6/20/2024,KG,3.74000,0.00000,3.74000,0.00000,88,955.34000,840.70000,0.00000,840.70000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PORK SINIGANG CUT,PORK SINIGANG CUT,PORK SINIGANG CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21839,TGM - PATA SLICED - KILO,6/20/2024,6/20/2024,KG,1.73000,0.00000,1.73000,0.00000,88,619.28000,544.97000,0.00000,544.97000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PATA SLICED,PATA SLICED,PATA SLICED,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21843,TGM - PORK STEAK - KILO,6/20/2024,6/20/2024,KG,0.63000,0.00000,0.63000,0.00000,88,213.57000,187.94000,0.00000,187.94000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PORK STEAK,PORK STEAK,PORK STEAK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21848,TGM - PORK BUTTERFLY CUT - KILO,6/20/2024,6/20/2024,KG,0.45000,0.00000,0.45000,0.00000,88,170.55000,150.08000,0.00000,150.08000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM BUTTERFLY CUT,BUTTERFLY CUT,BUTTERFLY CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21854,TGM - PORK PORKCHOP SKINLESS - KILO,6/20/2024,6/20/2024,KG,1.78000,0.00000,1.78000,0.00000,88,660.70000,581.42000,0.00000,581.42000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PORKCHOP SLBI,PORKCHOP SLBI,PORKCHOP,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21859,TGM - PORK BACON SLICE - KILO,6/20/2024,6/20/2024,KG,1.25000,0.00000,1.25000,0.00000,88,581.57000,511.78000,0.00000,511.78000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM BACON SLICE,BACON SLICE,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21866,TGM - PORK ADOBO CUT - KILO,6/20/2024,6/20/2024,KG,0.86000,0.00000,0.86000,0.00000,88,324.05000,285.16000,0.00000,285.16000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM ADOBO CUT,ADOBO CUT,ADOBO CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21869,TGM - PIGUE SOBL - KILO,6/20/2024,6/20/2024,KG,5.07000,0.00000,5.07000,0.00000,88,1739.37000,1530.65000,0.00000,1530.65000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,PORK,TGM PIGUE SOBL,PIGUE SOBL,PIGUE,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21875,TGM - BEEF SHANK - KILO,6/20/2024,6/20/2024,KG,0.43000,0.00000,0.43000,0.00000,88,210.27000,185.04000,0.00000,185.04000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,BEEF,TGM BEEF SHANK,BEEF SHANK,BEEF SHANK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21878,TGM - BEEF KALITIRAN - KILO,6/20/2024,6/20/2024,KG,0.71000,0.00000,0.71000,0.00000,88,408.20000,359.22000,0.00000,359.22000,SOUTH,METRO RETAIL,METRO GAISANO,6014,METRO - TAGAYTAY,BEEF,TGM BEEF KALITIRAN,BEEF KALITIRAN,BEEF KALITIRAN,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Tagaytay,Cavite,BEEF,SHOWCASE,TGM
